,EVENT_ID,Population
28491,750723,55448
28492,750724,5820
28493,774070,209292
28494,774071,209292
28495,774072,209292
28496,774087,209292
28499,774090,209292
28501,744138,14526
28502,745876,16778
28503,745877,5547
28504,745878,16778
28505,745874,16778
28506,745875,16778
28507,745268,28357
28508,745272,38785
28509,745273,44389
28510,745274,1307698
28511,745275,44389
28512,745276,28653
28513,745277,1307698
28514,745620,41011
28515,745621,41011
28516,745622,231945
28517,745624,231945
28518,745625,231945
28519,796497,7564
28520,796500,291054
28521,796501,291054
28522,752670,156358
28524,752702,3644
28525,752712,7074
28526,749306,11769
28528,774092,209292
28529,736731,26983
28530,736734,45813
28531,736732,28623
28532,771564,84441
28533,771565,187638
28534,771566,350459
28535,771567,1217281
28537,754711,6041
28538,753607,37189
28539,753608,33259
28540,757058,96781
28541,772438,1217281
28542,755623,3315
28543,755624,898
28546,755682,2165
28547,755683,20491
28550,751471,4377
28551,751499,30893
28552,751500,70355
28553,751501,70355
28554,751507,5808
28555,751241,23789
28556,751242,8148
28557,773090,815445
28562,756835,120987
28563,756837,371248
28564,756883,1241718
28565,756885,120987
28566,756886,198539
28567,756889,41484
28568,756891,41484
28569,754468,17089
28570,754469,96781
28571,757149,259259
28572,757152,21665
28574,757134,66775
28576,757151,2902
28579,761656,6486
28580,761675,8043
28583,777214,14322
28588,775187,0
28589,775188,0
28595,755862,22051
28596,755863,22051
28597,755864,22051
28598,755865,22051
28599,755866,22051
28600,755898,5470
28601,756134,3342
28602,755875,20491
28603,755518,2611
28604,755891,20491
28605,756151,2165
28606,755567,2812
28607,755568,2812
28608,764383,7710
28609,756476,42117
28610,756477,76752
28611,756474,42117
28612,758889,6060
28613,758888,37820
28614,758893,19866
28615,757241,47121
28616,757242,51791
28617,757245,12081
28618,757246,12081
28619,757191,47121
28622,749855,12627
28624,759680,78882
28636,757048,1890
28637,745459,73872
28638,745460,103062
28639,745461,447847
28640,745462,447847
28641,745463,543969
28642,745688,251131
28643,747035,18711
28649,745973,350660
28650,745974,324636
28651,745975,324636
28652,747478,28769
28653,747479,4888
28655,749462,39561
28656,749599,29210
28657,749610,7877
28658,749614,0
28659,749621,8446
28660,754010,42858
28661,757806,50973
28662,757807,5171960
28663,757821,127717
28664,757823,5171960
28665,757840,5171960
28675,765090,61286
28677,761426,53082
28678,761443,466258
28679,761445,22028
28680,761446,14883
28681,761447,53336
28682,771221,8935
28683,771228,36725
28684,761589,0
28685,761591,0
28686,761593,0
28687,761595,0
28688,761601,0
28689,736615,768101
28690,736616,8738
28692,757273,19584
28693,757279,0
28694,757282,28874
28695,757284,42223
28696,757287,13540
28697,757291,13540
28698,757293,13540
28699,757432,21134
28700,757433,21134
28701,754144,10558
28702,754145,9070
28703,754146,8189
28704,754147,55719
28705,754148,18187
28706,754149,9070
28707,754150,8189
28708,754151,8189
28709,754152,25506
28710,754153,9070
28711,754154,15181
28712,754155,45913
28725,762390,26725
28726,762389,958700
28728,762392,76478
28729,762393,76478
28730,762394,48131
28735,753987,118640
28736,744811,58596
28737,744812,55204
28738,744814,6234
28739,745434,73872
28740,745437,73872
28741,745444,447847
28742,745487,13403
28743,745510,103062
28744,759507,28769
28754,747770,33631
28755,747773,307627
28765,756049,43143
28766,756050,16464
28767,756051,16464
28768,756052,16464
28770,756054,16464
28771,751217,16648
28772,751233,3703
28773,751234,4632
28774,749502,9788
28775,749503,235824
28776,749505,46093
28777,749506,46093
28778,749508,24752
28779,749509,9920
28780,749510,22791
28781,749639,154250
28783,748711,38964
28784,748713,38964
28785,748716,14023
28786,748717,14023
28787,748718,33610
28788,748847,16812
28789,748857,57729
28790,736703,20309
28791,736704,20309
28792,736705,20309
28793,736753,23784
28795,736756,117280
28796,736761,77834
28797,749517,17444
28798,749518,9920
28799,749514,28319
28800,749513,49249
28801,749519,49249
28802,749522,15585
28803,749520,75238
28804,749521,75238
28805,749895,11592
28806,749897,11592
28807,749898,1230
28808,750150,1230
28809,750151,673
28810,750152,9040
28811,752046,1230
28812,748123,16648
28813,750219,9483
28814,751589,2184
28815,750725,55448
28816,750726,790593
28817,750727,82172
28818,750728,72513
28819,750738,72513
28820,776115,16246
28821,776116,60794
28822,776117,16246
28823,776135,40560
28826,751575,52539
28827,751579,52539
28828,751580,52539
28829,751578,52539
28830,751573,52539
28831,751574,52539
28832,745627,205526
28833,745725,231945
28834,746996,43570
28835,747010,815445
28836,747011,205526
28837,747013,28357
28838,747697,231945
28839,747698,231945
28840,796506,39179
28841,796507,45913
28842,796508,40126
28843,752711,89953
28844,752713,36339
28845,752716,51014
28846,752717,96781
28847,753469,109953
28848,753500,0
28849,736592,130750
28850,736593,130750
28851,779367,1217281
28852,754712,5434
28853,754713,14023
28854,754714,13132
28855,754716,70712
28856,754718,65307
28857,754720,7992
28858,757059,96781
28859,757060,96781
28860,754443,96781
28862,755626,5158
28863,755627,9866
28865,755938,344105
28866,755946,232256
28867,752620,12298
28868,754487,485833
28869,751508,4377
28870,751510,2566
28871,751521,2276
28872,751522,70355
28873,751524,2276
28874,754277,13594
28875,751246,16326
28876,751259,13618
28877,772570,231945
28878,772571,382000
28879,772572,382000
28880,772573,382000
28881,772574,815445
28882,772575,815445
28883,772576,815445
28884,772577,382000
28885,772581,49482
28886,772584,175666
28887,756892,41484
28888,756893,41484
28889,753833,55448
28890,756827,1241718
28891,753843,55448
28892,756833,53706
28893,756674,429612
28894,754470,9559
28895,754471,6405
28896,757170,1890
28897,756697,120987
28898,756673,429612
28899,756683,115790
28900,757215,47121
28901,757219,51791
28903,744390,60912
28904,757507,22951
28905,757508,22951
28906,757509,22951
28907,757510,0
28908,757511,270972
28909,774095,209292
28910,774093,17946
28911,774094,17946
28912,774096,2226115
28913,774097,2226115
28914,774098,2226115
28915,774099,5237
28916,774100,5237
28926,755867,6007
28927,755868,6007
28928,755869,22051
28929,755870,22051
28930,755871,20491
28931,755899,9866
28932,756135,22051
28933,755876,20491
28934,755892,20491
28935,756152,2165
28939,758813,42117
28940,746174,118014
28945,758894,13990
28946,758984,137294
28947,750528,59202
28948,750533,59202
28949,759327,12672
28950,757217,51791
28951,757237,68324
28952,758807,42117
28953,759377,328993
28960,756468,44705
28961,758571,49683
28962,758589,0
28963,758815,7638
28974,764391,7710
28975,764392,7710
28977,745389,32413
28978,745390,32413
28979,745391,291657
28980,745392,291657
28981,745393,51950
28982,745394,51950
28983,745395,51950
28986,787920,2445789
28987,754011,42858
28988,754012,39561
28989,754212,11877
28990,744713,16017
28991,744714,47292
28992,744715,16828
28993,745890,35332
28994,745891,35332
28995,766154,2611
28996,736605,768101
28997,756406,45051
29005,778672,166972
29006,762664,1996
29007,775714,1629055
29008,775710,98814
29009,775712,98814
29010,771231,5970
29011,771233,5970
29012,771235,5970
29013,771236,33287
29014,771239,10734
29015,761602,0
29016,761603,0
29017,761604,0
29018,761607,0
29019,761610,0
29022,796460,291054
29023,757442,19584
29024,757444,19584
29025,757446,19584
29026,757448,28874
29027,757450,0
29028,757452,1004307
29029,757454,133787
29030,757455,74741
29031,754156,18187
29032,754157,15181
29033,754158,45913
29034,754159,38264
29035,754160,8189
29036,754162,55719
29037,754163,8189
29038,754164,55719
29039,754165,8189
29040,754166,45913
29053,762395,48131
29054,762398,44522
29055,762400,16390
29059,749902,118640
29060,753986,11847
29063,759958,18525
29064,744815,28888
29065,744816,58596
29066,744817,28888
29067,745492,73872
29068,745493,73872
29069,745507,251131
29070,745518,79572
29071,745540,91080
29072,745544,18240
29073,736620,768101
29074,736621,768101
29076,747588,768101
29077,747567,768101
29078,764362,2611
29079,747774,9719
29080,747777,9719
29083,751218,2184
29084,751219,16648
29085,756214,10610
29086,756218,15374
29087,751245,4632
29088,751248,4632
29089,744969,163571
29094,748856,57729
29095,748851,148
29096,748854,16812
29098,749028,62474
29099,739170,130750
29103,776118,77121
29104,776119,34179
29105,776121,461649
29106,749523,68196
29107,749579,68196
29108,749507,12448
29109,749698,160029
29110,749197,94086
29111,749844,78882
29112,750011,180410
29113,750021,35332
29114,750022,47292
29115,750023,65519
29116,750024,23064
29117,750027,180410
29118,750739,34837
29119,750740,34837
29120,750741,11279
29121,750742,7323
29122,750743,39887
29129,751560,52539
29130,751576,52539
29131,751581,52539
29132,751582,1998
29133,751583,52539
29134,747699,531600
29135,747700,134528
29136,751952,205526
29137,752001,60111
29138,752060,17397
29139,752061,17397
29140,796509,40126
29141,796510,25506
29142,796756,38264
29144,757072,485833
29145,757075,89953
29146,757076,10720
29147,736656,768101
29148,736658,0
29149,736660,26293
29150,749150,16326
29151,754721,21144
29152,754723,12189
29153,754724,13394
29154,754725,17272
29155,748750,892580
29156,754444,96781
29157,754447,485833
29158,754448,12690
29159,755628,9866
29160,755629,9866
29161,755630,3342
29162,752626,26312
29163,752627,26312
29164,752624,89953
29165,754274,13594
29166,754278,13594
29167,754279,3908
29168,754280,13594
29169,751261,6387
29170,751266,11523
29173,771415,231945
29174,771413,1307698
29175,771607,1307698
29176,756828,1241718
29177,774742,6484
29178,756836,371248
29179,748831,13289
29180,750035,13289
29181,754472,36339
29182,754473,14878
29184,757280,28874
29185,755754,2165
29186,755755,2165
29187,755756,2165
29188,757512,44068
29189,757513,44068
29190,757514,44068
29192,774104,2226115
29194,756171,3736
29195,756172,3736
29196,756173,3736
29197,756174,22792
29198,756176,1246572
29199,773423,12444
29200,774124,6437
29208,745738,589770
29209,745739,589770
29210,746492,337858
29211,746493,337858
29212,746494,368887
29213,746495,368887
29214,746520,0
29215,756482,368887
29216,756495,368887
29217,756498,368887
29218,756480,0
29219,755900,3101
29220,756136,22051
29221,755877,20491
29222,756153,20491
29223,756154,20491
29224,756155,20491
29225,746129,5699
29227,770270,10734
29228,770271,10734
29229,770272,33287
29232,770897,3804
29233,770900,3804
29234,759296,207018
29235,759297,207018
29236,759298,207018
29237,759299,350459
29238,759300,350459
29239,759301,350459
29240,759302,350459
29241,759303,350459
29242,759304,350459
29243,759087,42117
29244,758808,42117
29246,759379,71959
29252,758611,0
29253,758680,96672
29254,758689,76752
29255,759718,83935
29256,759720,95860
29257,759721,48441
29258,759729,24951
29259,759733,95860
29260,759734,102419
29264,757153,2902
29270,764395,7710
29274,751938,49143
29275,751939,0
29277,752850,32413
29290,745894,60111
29291,745911,13918
29297,756407,15887
29298,756418,199685
29306,778682,979858
29307,778683,979858
29309,774051,2165
29310,774052,2165
29311,774053,2165
29312,773404,44705
29315,770867,3017
29316,770894,1377
29317,761611,0
29318,761612,0
29319,761614,0
29320,761615,0
29321,761616,74757
29326,744383,60912
29327,755079,34487
29329,760896,481427
29330,746605,2912
29331,746748,9483
29332,746750,9483
29333,746752,9483
29334,746762,4632
29335,746776,160029
29336,746777,160029
29337,746778,13365
29338,750168,9483
29339,750169,10691
29340,754167,8189
29341,754168,39179
29342,754169,39179
29343,754170,8189
29344,754171,9070
29345,754172,9070
29346,754173,38264
29347,754176,45913
29348,754177,9070
29349,754178,9070
29351,761963,21902
29376,745659,6234
29378,744779,49258
29379,745546,91080
29380,745551,18240
29386,736622,768101
29391,764363,2611
29392,764364,7710
29395,747784,33631
29396,747786,5783
29399,751285,4632
29400,751300,4632
29405,749029,33610
29406,749034,181120
29407,749012,45512
29408,749013,100883
29409,749014,100883
29410,749006,6387
29411,749086,12423
29412,736586,15926
29413,736587,768101
29414,776131,48441
29415,749297,11669
29418,749839,40649
29419,749203,29741
29420,749840,12627
29421,749841,34181
29422,750028,180410
29423,750029,180410
29424,750030,180410
29425,744162,59767
29426,745896,60111
29427,746173,60111
29428,743684,18221
29429,759130,8732
29430,752612,790593
29431,759132,8732
29432,759135,7323
29433,776153,26100
29434,776139,77121
29435,776140,229474
29436,776141,229474
29437,776142,229474
29438,776143,229474
29439,776144,317859
29440,776146,75399
29441,751584,1998
29442,751585,52539
29443,751586,52539
29444,751587,52539
29447,796448,22963
29455,736722,81009
29458,736725,12249
29459,754841,822
29460,754843,822
29461,754846,822
29462,754847,4060
29463,754850,822
29464,754450,485833
29465,754453,10710
29466,754456,42642
29467,755631,3342
29468,755632,9866
29470,752629,96781
29471,752630,6714
29472,752634,6714
29473,754281,9529
29474,754282,13594
29475,754272,918
29476,754273,35469
29477,754287,2503
29478,754288,4328
29479,754289,4328
29480,751230,16832
29481,751231,16832
29482,736737,66512
29483,736736,24064
29484,736738,19021
29485,754474,485833
29486,754475,485833
29487,755757,2165
29488,755758,898
29489,755759,898
29490,755760,898
29493,756177,148141
29494,756178,1246572
29495,756179,3736
29496,755800,5318
29497,755801,5318
29498,756271,50862
29499,773416,28109
29500,773418,6437
29503,774126,28109
29504,773417,24503
29505,774563,11592
29507,756488,337858
29508,757674,1070
29509,757675,1257
29510,757676,1070
29511,757677,8680
29512,755901,5470
29513,756137,5158
29514,755878,20491
29516,786464,0
29517,756156,20491
29518,756157,20491
29519,756158,5318
29520,756268,12016
29521,756458,44705
29522,746145,3439
29523,746158,118014
29525,770901,3804
29528,759307,1217281
29529,759320,207018
29530,759321,207018
29531,759322,350459
29532,759323,350459
29533,759324,350459
29534,759326,350459
29535,756267,42117
29536,758793,42117
29539,750764,34792
29540,750177,41058
29541,745901,8274
29542,759383,328993
29549,759736,102419
29550,759735,47722
29551,759739,102419
29552,759740,229474
29553,759743,229474
29554,773597,27303
29555,773909,2475
29556,775392,7159
29558,772817,17540
29566,757174,802
29567,754836,77421
29568,754838,7185
29569,754840,26701
29570,754844,191905
29571,759371,7058
29574,752529,5224
29575,752530,10645
29584,757012,5419
29585,753949,11847
29586,753973,11847
29588,755576,98805
29589,755583,532607
29590,755586,143249
29591,755587,73127
29593,782562,181120
29594,777974,20385
29599,778698,979858
29600,778699,201509
29601,778700,979858
29602,758010,0
29603,758011,0
29604,757989,1229
29605,771240,8043
29606,771243,8043
29607,770344,36725
29610,761618,0
29611,761619,0
29612,761620,0
29613,761621,0
29614,761622,0
29615,744384,60912
29616,744385,51725
29617,744386,43566
29618,744387,45702
29619,750178,10691
29620,750179,9483
29621,760993,30219
29622,746822,7835
29623,748500,43550
29624,751249,19297
29625,754179,9070
29626,754180,9070
29627,754181,15181
29628,754182,45913
29629,754183,13359
29630,754184,55719
29632,754186,7564
29633,754187,291054
29634,754188,55719
29638,761979,36528
29660,744801,26859
29661,744782,26859
29662,745019,50279
29663,744797,163571
29664,745661,26208
29665,745678,16342
29670,765538,2801
29671,765539,10705
29672,766175,10705
29674,759946,342989
29680,747788,1232
29681,747789,7588
29684,748702,468388
29685,748706,70611
29686,748714,1608470
29687,748719,803147
29688,748721,829054
29693,749112,78882
29694,749127,94086
29701,754701,7159
29703,746723,16425
29704,746719,11196
29705,746720,11196
29706,746724,26211
29707,746725,45036
29708,750037,12627
29709,750038,34181
29710,750039,34181
29711,759661,29741
29712,746175,60111
29713,743685,20784
29714,744140,28814
29715,744141,8408
29716,744143,20583
29717,759148,7323
29718,759272,281166
29719,759646,11036
29720,750059,328993
29725,751555,52539
29727,751288,100883
29728,751289,31202
29729,796449,35712
29730,796451,35712
29731,796450,58158
29739,753498,484440
29740,753510,109981
29741,736591,130750
29742,779361,1217281
29743,779368,1217281
29746,748804,117059
29747,754457,0
29748,754458,10710
29749,754459,42642
29751,755635,3342
29752,755636,3342
29753,752637,9559
29754,752640,9559
29755,752654,9502
29756,754290,4328
29757,754291,4328
29758,754292,2264
29759,754776,13594
29760,754777,3067
29761,754778,13594
29762,749032,20385
29763,749033,62474
29764,749015,100883
29765,749017,100883
29766,749144,31202
29767,754722,100883
29768,794757,38911
29769,794758,20035
29771,752708,89953
29772,752714,51014
29773,754476,485833
29774,754477,485833
29775,755761,3845
29776,755762,3845
29777,755763,3845
29778,755764,3845
29780,756484,4680045
29781,756485,368887
29782,756486,368887
29783,756492,4680045
29784,756493,368887
29785,756496,368887
29786,755802,5318
29787,755803,22051
29788,755804,9866
29789,773412,12444
29790,773413,14485
29791,773419,6437
29792,773420,14150
29793,757678,10855
29794,758200,8680
29798,755902,5470
29799,756138,3342
29800,755879,20491
29801,758755,7303
29803,758764,3101
29809,759128,5814
29810,759133,7323
29811,750638,7323
29812,759164,289808
29813,759328,65774
29814,759329,41705
29815,759330,41705
29816,759288,1217281
29817,759290,350459
29818,759291,105651
29819,759292,56091
29820,759293,33553
29821,760833,43614
29824,775385,1859
29828,744103,46299
29830,759722,19784
29831,759723,3804
29832,759724,3017
29835,759641,19784
29836,759642,3726
29838,764389,2475
29842,759744,229474
29843,759745,229474
29844,759746,229474
29845,759747,191925
29846,759748,47722
29847,755570,2475
29848,755571,1489
29849,755572,1229
29850,755573,7710
29851,757007,2812
29853,750555,19077
29854,750559,19548
29855,750582,19548
29856,750583,19548
29857,750617,10594
29858,744377,231772
29859,757470,1669
29860,757942,1257
29861,757943,1257
29862,759382,7058
29863,759388,7185
29864,747673,272266
29865,748000,17764
29866,757205,647683
29877,753985,118640
29878,753989,118640
29879,757979,9947
29880,757980,7159
29881,764396,7710
29882,755593,50634
29883,755594,50634
29884,755595,50634
29885,755607,19819
29886,755611,147980
29887,755612,39436
29895,778703,201509
29896,778704,166972
29897,778705,72168
29898,778706,166972
29899,778707,166972
29900,778708,979858
29901,766170,2475
29902,766171,2475
29903,766318,9947
29904,749151,166972
29905,749152,166972
29906,749153,166972
29911,761623,0
29912,761624,0
29913,761625,0
29914,761626,0
29915,761627,0
29916,744388,43566
29917,744389,45702
29918,755080,205617
29919,755081,0
29920,755082,0
29921,755084,22951
29922,751250,19297
29923,751251,45913
29924,751252,25315
29925,751253,25315
29926,751254,25506
29927,751256,32214
29928,751257,32214
29929,751260,32214
29930,751262,9389
29931,754189,9070
29932,754190,55719
29933,754191,87044
29934,754192,18187
29935,754200,32214
29936,754201,9389
29937,754202,45913
29938,754204,32214
29939,754214,38911
29941,754216,38911
29942,754217,38911
29948,761992,2797
29968,744002,131901
29969,744175,36101
29970,744723,36039
29971,744724,36039
29972,744725,14581
29973,744932,13145
29974,744933,36039
29975,745068,14581
29976,745069,14581
29977,745070,36039
29978,745681,16342
29979,745683,16342
29980,745660,1946
29981,745501,48094
29983,764345,2475
29985,747258,7588
29986,747259,2218
29987,747261,7315
29988,747790,7588
29989,747791,7588
29992,749130,94086
29993,749154,94086
29994,749156,78882
29995,749184,94086
29996,749195,56191
29997,764371,2502
30004,746727,68196
30005,746726,68196
30006,746728,9072
30007,746729,10550
30008,749459,42858
30009,746730,68196
30010,748126,8265
30011,748127,105648
30012,748129,68196
30013,749858,60901
30014,749857,40649
30018,744152,56642
30019,744148,93035
30020,744158,180410
30021,749983,56642
30022,750717,29028
30023,750770,31684
30024,750180,94086
30025,748725,14986
30026,748743,15635
30027,771540,38672
30028,771544,51201
30032,751292,65307
30034,751358,6083
30035,796452,55719
30036,796453,15181
30037,796454,291054
30043,736602,768101
30044,736603,768101
30045,753507,0
30046,753508,0
30047,753534,13986
30048,753537,13986
30049,753817,29028
30050,753818,55448
30051,753819,55448
30052,753821,55448
30053,753822,43179
30054,736723,12743
30055,736589,26983
30056,736590,12743
30057,748807,117059
30058,748802,117059
30060,755115,67318
30061,774751,4178
30062,754460,42642
30063,754461,42642
30064,754662,6714
30065,755637,3342
30066,755638,3845
30067,755639,5158
30068,756023,162502
30069,752704,3644
30070,756025,230102
30071,756026,229216
30072,756029,229216
30073,759919,13736
30074,754394,4328
30075,754396,30893
30076,751294,14471
30077,751296,45512
30078,751301,7992
30079,756787,3939
30080,756788,3939
30081,756789,28995
30082,756790,29028
30083,756791,29028
30084,756792,29028
30085,756793,29028
30086,756794,29028
30087,756795,3727
30088,756796,3727
30091,747603,37189
30092,747607,37189
30093,753203,51014
30094,753563,6405
30095,754478,12948
30096,754480,89953
30097,755765,22051
30098,755766,5318
30099,755767,5318
30100,756999,20017
30103,755805,898
30104,755806,9866
30105,755807,9866
30106,774113,291525
30107,773409,28109
30108,774122,229389
30110,773414,12371
30111,773415,12444
30114,766312,23744
30115,765158,49352
30116,765165,49352
30117,765168,49352
30118,765152,3044
30119,762660,4701
30120,755903,21119
30121,756139,5158
30122,755880,20491
30123,758766,5470
30124,758769,5470
30125,758772,5470
30128,746121,19866
30129,746138,19866
30130,752665,18572
30132,759166,289808
30135,759161,48839
30136,759162,70463
30138,759176,70463
30139,759312,56034
30140,750366,94086
30141,750360,94086
30142,751073,3727
30143,744108,6740
30146,744122,2744
30148,744127,28204
30150,744128,2908
30152,759725,1377
30153,759726,19784
30154,759730,33067
30155,759732,0
30156,759728,351101
30157,759714,69989
30158,759715,69989
30159,759716,69989
30160,775384,1859
30161,775388,7159
30162,764385,5917
30163,760263,2587
30164,759749,47445
30165,759750,191925
30166,759751,59810
30167,759753,59810
30168,759754,59810
30173,755569,2812
30174,747262,46437
30175,750618,42674
30177,750628,27932
30178,750755,27932
30179,750756,40214
30180,750758,40214
30181,757618,19326
30182,757622,36180
30183,757623,7195
30184,757624,26983
30185,757626,19199
30186,757627,44115
30187,757628,19199
30188,757946,822
30189,758995,127472
30190,758996,127472
30191,758997,742864
30192,758998,0
30193,759004,111866
30194,759007,26486
30195,757206,43870
30196,757227,11192
30203,747484,4888
30204,747485,22268
30205,747486,22268
30206,747487,22268
30207,764398,7710
30208,764408,2475
30210,755613,316979
30211,755614,166358
30212,755615,147980
30213,755616,166514
30214,756976,316979
30218,778489,198539
30219,778709,201509
30220,778714,72168
30221,778680,166972
30224,769778,543969
30225,736608,66512
30226,736609,81009
30235,761628,0
30236,761629,0
30237,761632,0
30238,761633,0
30239,761635,0
30240,755085,22951
30241,755086,79416
30242,755087,205617
30243,755088,205617
30244,755089,79416
30245,755090,47543
30246,755091,47543
30247,751263,18187
30248,751265,18187
30249,751267,32214
30250,751268,8189
30251,751269,291054
30252,751284,291054
30253,751286,39179
30256,751297,39179
30257,751298,39179
30258,754218,20035
30259,754219,20035
30260,754223,20035
30271,762011,2797
30280,745409,39551
30281,745410,39551
30282,745412,40950
30283,745413,40950
30284,745415,40950
30285,745416,79572
30286,745417,79572
30287,745071,36039
30288,745072,14581
30289,745918,32366
30290,744934,9748
30291,744935,9748
30292,744936,28814
30293,744937,28814
30294,744938,28814
30295,745668,16342
30296,745706,0
30297,745813,12094
30298,745684,68622
30299,745908,13918
30303,747263,33631
30304,747265,1232
30305,747270,33631
30306,747275,33631
30307,747794,7588
30308,747837,1512
30311,739014,19077
30312,739011,19077
30313,739023,32157
30314,750185,118640
30315,750375,4307
30316,748130,29093
30317,748131,235824
30318,748132,235824
30319,748133,154250
30320,748134,154250
30321,748135,10442
30322,746722,10977
30323,746721,10977
30324,748295,154250
30325,748296,154250
30339,748723,13289
30340,748740,34792
30341,749097,12672
30342,749229,45511
30343,749230,56034
30344,771562,187638
30345,751209,35843
30346,751210,66381
30347,751211,66381
30348,751212,66381
30349,751213,66381
30350,771563,65352
30351,751359,6083
30352,751368,6083
30353,751374,6083
30354,751375,13132
30355,796455,291054
30356,796456,87044
30357,796457,87044
30363,739019,32157
30364,739022,27932
30365,736648,322426
30366,751107,12388
30367,753823,27746
30368,753824,27746
30369,753827,13968
30370,753828,47191
30371,753829,24775
30372,753830,24775
30373,753831,29028
30374,736650,12023
30375,736649,45813
30376,736652,22641
30378,774966,2401
30379,774721,3240
30380,774722,3240
30381,774724,6484
30382,774726,39145
30383,774727,3240
30385,774729,3240
30386,755640,5158
30387,755641,5318
30388,755642,5318
30389,756033,162502
30390,756038,198539
30391,756042,198539
30392,756204,198539
30393,756205,229216
30394,756207,130441
30395,754395,30893
30396,754397,2503
30397,754399,2503
30398,754400,30893
30399,754715,7992
30400,751320,70712
30401,749099,42587
30403,756807,82172
30404,756808,72513
30405,756809,21720
30406,756810,5814
30408,759647,21720
30409,756815,4931
30410,753564,6405
30411,755390,36339
30412,755392,131723
30413,755393,131723
30414,755395,14525
30415,755387,9277
30416,755389,9559
30417,754481,0
30418,754483,89953
30419,755768,5318
30420,755769,5318
30421,755770,20491
30424,755808,898
30425,756272,566463
30426,757477,1669
30427,755814,135691
30432,773837,0
30433,773329,506353
30434,773410,12444
30435,773411,12444
30436,758337,45465
30437,758338,259259
30438,760137,34173
30439,755904,21119
30440,756140,5158
30441,755881,20491
30443,758776,5470
30444,758778,9866
30445,770273,10734
30446,770274,33287
30447,770348,8935
30448,771200,6486
30449,771202,6486
30450,771204,5241
30451,759172,70463
30452,750780,10448
30453,758455,790593
30454,758435,20312
30455,758440,4931
30456,759212,141128
30460,759370,4253
30461,757201,272266
30462,757202,127570
30463,757190,16356
30464,744111,1902
30466,744116,1902
30467,744943,111950
30468,745241,10253
30469,745242,25727
30473,747255,25727
30476,759992,12777
30479,760266,116444
30480,756472,7638
30481,760383,17121
30482,760384,17121
30483,759755,44526
30484,759756,44526
30485,759757,75399
30486,759758,75399
30487,759759,75399
30488,747264,46437
30489,747266,150549
30490,747269,150549
30491,747272,150549
30492,747273,150549
30493,747276,10213
30494,747288,150549
30495,747294,44797
30496,750759,40214
30497,750761,27932
30498,750763,77834
30499,750767,23784
30500,750773,23784
30501,750781,117280
30502,757629,19199
30503,757632,19199
30504,757633,17790
30505,757634,10732
30506,757635,92107
30507,757637,130750
30508,757638,26983
30510,772819,20017
30511,772829,17540
30514,772832,17540
30515,759018,26486
30516,759023,742864
30517,751988,51444
30518,754225,29494
30519,754226,34705
30520,754227,20364
30522,759405,201667
30523,759406,201667
30524,759410,87013
30525,759411,87013
30535,785987,13292
30537,785984,98865
30539,785985,98865
30541,760620,22268
30545,756975,379216
30546,756977,316979
30547,756978,51984
30548,756979,59979
30549,756982,67625
30557,778681,166972
30558,778702,198539
30559,778721,1241718
30560,778813,1241718
30561,778818,53706
30564,736610,8468
30575,761636,0
30576,761638,0
30577,761640,0
30578,761641,0
30579,761643,0
30580,755092,0
30581,755094,47543
30582,755095,0
30583,755096,0
30584,755097,0
30585,755098,0
30586,755099,34487
30587,751302,39179
30588,751303,13359
30589,751304,13359
30591,751308,13359
30593,751310,13359
30594,751311,13359
30595,751312,13359
30596,751313,13359
30597,751314,13359
30618,745418,79572
30619,745419,16623
30620,745420,16623
30621,745421,4501
30622,745423,79572
30623,745424,40690
30624,745426,38696
30625,744939,28814
30626,744940,8408
30627,745081,8740
30628,745082,8740
30629,745083,8740
30630,745084,67494
30631,745085,16828
30632,745086,16828
30634,746513,60111
30635,746619,522086
30636,746624,19434
30637,746628,178540
30638,746641,178540
30639,736639,66512
30640,742591,44115
30642,747278,7315
30643,747240,33631
30644,747239,33631
30645,747241,33631
30646,747842,33631
30647,747845,7413
30650,748302,154250
30651,748314,154250
30652,748326,28400
30653,748329,58760
30654,748331,75238
30655,748333,29093
30656,748334,46093
30657,748337,235824
30658,748335,235824
30659,748338,235824
30666,749994,180410
30667,750620,2691
30668,750621,3646
30669,750622,3646
30670,750623,5814
30671,750624,5814
30672,749231,71959
30673,749271,56034
30674,749838,45511
30675,751214,66381
30676,751215,8324
30677,751698,25371
30678,751702,22927
30679,751706,22927
30680,751707,22927
30681,751709,22927
30682,751710,25371
30683,751376,42587
30684,751362,78638
30685,750762,34792
30686,750766,34792
30687,796459,291054
30688,796511,10558
30689,796512,8189
30690,796613,9070
30691,796615,13359
30692,796616,13359
30693,736600,768101
30694,736601,768101
30695,736766,27932
30696,753835,55448
30697,753837,27746
30698,753838,13968
30699,753839,13968
30700,753840,13968
30701,753845,27746
30702,736604,768101
30704,774730,3240
30705,774731,3240
30707,774733,6070
30712,755643,5318
30714,755657,3315
30715,755659,3315
30716,756208,429612
30717,756209,40769
30718,756210,429612
30719,756211,229216
30720,756438,35113
30721,756440,115790
30722,754401,31058
30723,754403,70355
30724,754404,70355
30725,754405,2503
30726,751338,70712
30728,749142,29264
30729,749135,16256
30730,756818,3727
30731,756820,3727
30732,756821,3727
30733,756822,3727
30734,756823,8893
30735,758286,8893
30736,758287,8893
30737,758288,8893
30738,758289,8893
